cnpj_coop,nome_coop,naturezaJuridica,classe,situacao,regimeEspecial,logradouro,complemento,bairro,municipio,uf,cep,endereco_eletronico,email,segmento_prudencial,filiacao
2588819,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA UNIÃO BRASILEIRA DE EDUCAÇÃO E ENSINO, UNIÃO NORTE BRASILEIRA DE EDUCAÇÃO E CULTURA & UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA LTDA - COOMAR",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA PADRE ODORICO 128 SALA 405 406,,SAO PEDRO,BELO HORIZONTE,MG,30330040,faleconosco@coomar.coop.br,faleconosco@coomar.coop.br,S5,
20961629,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA VALE S.A LTDA. - SICOOB CREDIVALE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DOUTOR SIZENANDO DE BARROS 62,,CENTRO,ITABIRA,MG,35900006,credivale@credivale.com.br,credivale@credivale.com.br,S5,
20062766,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DO GRUPO EMPRESARIAL A COSTA LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,"RODOVIA MG-22, KM 105",,BARRA DOS COUTOS,VISCONDE DO RIO BRANCO,MG,36520000,cooperativa@pifpaf.com.br,cooperativa@pifpaf.com.br,S5,
92825397,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ELETRICITÁRIOS E DOS TRABALHADORES DAS EMPRESAS DO SETOR DE ENERGIA - COOPCRECE,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA PRINCESA ISABEL, 636",707-708,SANTANA,PORTO ALEGRE,RS,90620000,gerex@crece.com.br,gerex@crece.com.br,S5,
17314501,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA AÇO MINAS GERAIS S.A. - AÇOMINAS E EMPRESAS SUBSIDIÁRIAS EM OURO BRANCO LTDA. - COOPAÇO,Sociedade Cooperativa,,Autorizada em Atividade,false,"AV. MARIZA DE SOUZA MENDES,770 - LOJA 05",,PIONEIROS,OURO BRANCO,MG,36492347,coopaco@uol.com.br,coopaco@uol.com.br,S5,
21597133,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA BECTON DICKINSON INDÚSTRIAS CIRÚRGICAS LTDA., LTDA.",Sociedade Cooperativa,,Autorizada em Atividade,false,"AV. PRESIDENTE JUSCELINO KUBITSCHEK, 273",,FRANCISCO BERNARDINO,JUIZ DE FORA,MG,36081000,bdcredi_cooperativa@bd.com,bdcredi_cooperativa@bd.com,S5,
18140913,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CBMM LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,CORREGO DA MATA S N,,,ARAXA,MG,38183903,niltonv@cbmm.com.br,niltonv@cbmm.com.br,S5,
17502881,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CEMIG E DAS INDÚSTRIAS METALÚRGICAS E DE MATERIAL ELÉTRICO E DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JUIZ DE FORA LTDA. - SICOOB CECREMEC,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA CURITIBA  786,7  ANDAR,CENTRO,BELO HORIZONTE,MG,30170120,contabilidade@cecremec.com.br,contabilidade@cecremec.com.br,S5,
8850613,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CENTRAIS ELÉTRICAS DE SANTA CATARINA - CREDELESC,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA HERCILIO LUZ  N  639,3  ANDAR  SALAS 309 E 311,CENTRO,FLORIANOPOLIS,SC,88020000,credelesc@credelesc.coop.br,credelesc@credelesc.coop.br,S5,
30304919,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CNC, SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA.",Sociedade Cooperativa,,Autorizada em Atividade,false,AV AYRTON SENNA 5555,BLOCO A   1  PISO,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,22775004,coopcncsescsenac@hotmail.com,coopcncsescsenac@hotmail.com,S5,
54335401,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COMPANHIA BRASILEIRA DE ALUMÍNIO,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA JOSE CERIONI, 21",,CENTRO,ALUMINIO,SP,18125000,cooperativacba@uol.com.br,cooperativacba@uol.com.br,S5,
59305565,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CONFAB,Sociedade Cooperativa,,Autorizada em Atividade,false,"AV DR GASTAO VIDIGAL NETO, 475",,CIDADE NOVA,PINDAMONHANGABA,SP,12414020,cfbrcl@confab.com.br,cfbrcl@confab.com.br,S5,
73077398,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA CLARK, N 2061",,MACUCO,VALINHOS,SP,13279400,joseamarchiore@eaton.com,joseamarchiore@eaton.com,S5,
3400651,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA SUPERMERCADOS JAU SERVE - COOPERJS,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA JOAO SANZOVO  1401,,DISTRITO INDUSTRIAL,JAU,SP,17206220,cooperjs@jauserve.com.br,cooperjs@jauserve.com.br,S5,
2738981,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA FUNDAÇÃO ARTHUR BERNARDES LTDA. - COOFAB,Sociedade Cooperativa,,Autorizada em Atividade,false,FUNDACAO ARTHUR BERNARDES  EDIFICIO SEDE,S N,CAMPUS DA UFV,VICOSA,MG,36570900,coofab@funarbe.org.br,coofab@funarbe.org.br,S5,
18340695,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA DE PAPÉIS SUDESTE LTDA . - CREDESTE,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  ANTONIO SIMAO FIRJAN  1265,,DISTRITO INDUSTRIAL,JUIZ DE FORA,MG,36092000,credeste@hotmail.com,credeste@hotmail.com,S5,
45691128,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA EMILIO MARELO  54,,JD DAS INDUSTRIAS,SAO JOSE DOS CAMPOS,SP,12241200,fferrara@conbr.jnj.com,fferrara@conbr.jnj.com,S5,
28244622,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOLIMODE ROUPAS E EMPRESAS COLIGADAS LTDA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA FERNANDES DA CUNHA  326   PARTE,,VIGARIO GERAL,RIO DE JANEIRO,RJ,21241300,cooperativa@duloren.com.br,cooperativa@duloren.com.br,S5,
47944277,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOYSON SAFETY SYSTEMS - COOPERJSS,Sociedade Cooperativa,,Autorizada em Atividade,false,ROD D GABRIEL PAULINO BUENO COUTO  KM  66,,B  MEDEIROS,JUNDIAI,SP,13212240,cooptakatapetri@uol.com.br,cooptakatapetri@uol.com.br,S5,
913314,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM,Sociedade Cooperativa,,Autorizada em Atividade,false,"PRAÇA LOUIS ENSCH, 240",,CIDADE INDUSTRIAL,CONTAGEM,MG,32210050,cecrem@cecrem.com.br,cecrem@cecrem.com.br,S5,
4998845,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MINERACÃO RIO DO NORTE S/A, EM PORTO TROMBETAS LIMITADA -  CREDNORTE",Sociedade Cooperativa,,Autorizada em Atividade,false,"PORTO TROMBETAS, S/N",,PORTO TROMBETAS,ORIXIMINA,PA,68275000,crednorte@trombetas.com.br,crednorte@trombetas.com.br,S5,
62795257,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONDELEZ BRASIL, PHILIP MORRIS BRASIL E K&S ALIMENTOS - SICOOB COOPMOND",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  PEDROSO DE MORAIS  517,5  ANDAR  CJ 51,PINHEIROS,SAO PAULO,SP,05419000,luiz.vieira@coopkfpmks.org.br,luiz.vieira@coopkfpmks.org.br,S5,
17607375,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DE UBERABA - COPERURA LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,"PRAÇA RUI BARBOSA, 300",SALA 107,CENTRO,UBERABA,MG,38010240,coperura@terra.com.br,coperura@terra.com.br,S5,
968834,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DO BRASIL - COCRESGO LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA CORONEL AFONSO PARANHOS, 534-A",,CENTRO,CATALAO,GO,75701470,argemirodavid@brturbo.com.br,argemirodavid@brturbo.com.br,S5,
57545436,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA NOVELIS,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA FELIPE CAMARAO  414,,UTINGA,SANTO ANDRE,SP,09220902,ilson.tamaio@novelis.com,ilson.tamaio@novelis.com,S5,
42445122,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO E EMPREGADOS EM ESTABELECIMENTOS PRIVADOS DE ENSINO DO MUNICÍPIO DO RIO DE JANEIRO LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA MARQUES DE SAO VICENTE, 225",CASA 14 - PARTE,GAVEA,RIO DE JANEIRO,RJ,22453900,cooppuc@esp.puc-rio.br,cooppuc@esp.puc-rio.br,S5,
67031757,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PRODAM/SP - CREDIPRODAM,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA LIBERO BADARÓ, 425",EDIFÍCIO GRANDE SÃO PAULO - 1 ANDAR,CENTRO,SAO PAULO,SP,01009905,moliveira@prodam.sp.gov.br,moliveira@prodam.sp.gov.br,S5,
88043187,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PROLEC GE BRASIL TRANSMISSÃO DE ENERGIA S.A.,Sociedade Cooperativa,,Autorizada em Atividade,false,"AV. GUILHERME SCHELL, 11500",,,CANOAS,RS,92420000,cooperareva@sinos.net,cooperareva@sinos.net,S5,
44223196,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER,Sociedade Cooperativa,,Autorizada em Atividade,false,RODOVIA RAPOSO TAVARES 8015,,VILA JAGUARE,SAO PAULO,SP,05577900,rosa.storoli@reckittbenckiser.com,rosa.storoli@reckittbenckiser.com,S5,
48140925,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO - DIVISÃO VIDRO PLANO,Sociedade Cooperativa,,Autorizada em Atividade,false,"R RUI BARBOSA, 391",,CENTRO,MAUA,SP,09390000,cooper-sekurit@uol.com.br,cooper-sekurit@uol.com.br,S5,
20622809,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA PARAIBA,1122 - 10 ANDAR",,FUNCIONARIOS,BELO HORIZONTE,MG,30130918,credisam@ipvip.com.br,credisam@ipvip.com.br,S5,
4249235,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA TEKSID DO BRASIL LTDA., NEMAK ALUMÍNIO DO BRASIL LTDA. E TUPY MINAS GERAIS LTDA.",Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA SENADOR GIOVANNI AGNELLI,230 A 906",,DISTR.INDL.PAULO CAM,BETIM,MG,32681080,adriane.fernandes@teksid.com.br,adriane.fernandes@teksid.com.br,S5,
3685335,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA UNIFI - CREDIUNIFI,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA ALBERTO VIEIRA ROMÃO,,DISTRITO INDUSTRIAL,ALFENAS,MG,0037135516,credi.unifi@alfenas.psi.br,credi.unifi@alfenas.psi.br,S5,
68969625,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS CONTROLADAS E COLIGADAS DA USINA SANTA ADELIA - USAGRO,Sociedade Cooperativa,,Autorizada em Atividade,false,RODOVIA SP 326  KM 332 FAZ STA  ADELIA (PARTE,,RURAL,JABOTICABAL,SP,14870970,usagro@usagro.coop.br,usagro@usagro.coop.br,S5,
68314921,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE DIVERSÕES DO ESTADO DE SÃO PAULO,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA PROFESSOR CLEMENTE PASTORE, 52",,LAPA,SAO PAULO,SP,05038120,cristiana.alves@playcenter.com.br,cristiana.alves@playcenter.com.br,S5,
57563728,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DO GRUPO ECONÔMICO RHODIA - CREDIRHODIA,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA DOUTOR ROBERTO MOREIRA,,RECANTO DOS PÁSSAROS,PAULINIA,SP,13148914,cooperativa.credito@br.rhodia.com,cooperativa.credito@br.rhodia.com,S5,
53505681,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS METALÚRGICAS DE MATÃO - METALCOOPERCRED,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA QUINZE DE NOVEMBRO  561,SALA 1,CENTRO,MATAO,SP,15990630,tatucred@marchesan.com.br,tatucred@marchesan.com.br,S5,
17411307,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA WILHELM WINTER, 300",,DISTRITO INDUSTRIAL,JUNDIAI,SP,13213000,cooperplascar@globo.com.br,cooperplascar@globo.com.br,S5,
24235459,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA  LOUIS ENCH NUMERO  314,,ALVORADA,JOAO MONLEVADE,MG,35930045,presidente@credibelgo.com.br,presidente@credibelgo.com.br,S5,
129753,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SOMART LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,"USINA JATIBOCA, S/N",PARADA PAULISTA,ZONA RURAL,URUCANIA,MG,35380000,credsoma@jatiboca.com.br,credsoma@jatiboca.com.br,S5,
53272365,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS UNILEVER DO BRASIL,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ANTONIO CARLOS 196 4ANDAR SALA 44,,CENTRO,VALINHOS,SP,13270005,coounilever@terra.com.br,coounilever@terra.com.br,S5,
33370115,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DAS DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA. - SICOOB CECREMEF,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA REAL GRANDEZA  139   5  ANDAR,,BOTAFOGO,RIO DE JANEIRO,RJ,22281033,secretaria@cecremef.com.br,secretaria@cecremef.com.br,S5,
92935741,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO BANRISUL,Sociedade Cooperativa,,Autorizada em Atividade,false,PRACA DA ALFANDEGA  12,301,CENTRO,PORTO ALEGRE,RS,90010150,banricoop@banricoop.coop.br,banricoop@banricoop.coop.br,S5,
46277273,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO CASINO, GRUPO PÃO DE AÇÚCAR E GRUPO ASSAÍ",Sociedade Cooperativa,,Autorizada em Atividade,false,"ALAMEDA LORENA, 58",,JD. PAULISTA,SAO PAULO,SP,01424000,euclydes.cooperativa@paodeacucar.com.br,euclydes.cooperativa@paodeacucar.com.br,S5,
2024442,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO COLORADO,Sociedade Cooperativa,,Autorizada em Atividade,false,"RODOVIA SP 425, KM. 47",,FAZ.SAO JOSE GLORIA,GUAIRA,SP,14790000,andre.oliveira@colorado.com.br,andre.oliveira@colorado.com.br,S5,
43488782,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL,Sociedade Cooperativa,,Autorizada em Atividade,false,"AV. ENGENHEIRO ALBERTO DE ZAGOTTIS, 352",,JURUBATUBA,SAO PAULO,SP,04675901,mbreda@kof.com.mx,mbreda@kof.com.mx,S5,
88183173,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PARAMOUNT,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  LUIZ PASTEUR  100,,TRES PORTOS,SAPUCAIA DO SUL,RS,93212360,cooperativa@coopcredparamount.com.br,cooperativa@coopcredparamount.com.br,S5,
2232228,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA. - COOPER ATIVA SBF,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA HUGO D ANTOLA  200,,LAPA,SAO PAULO,SP,05038090,cooperativa@gruposbf.com.br,cooperativa@gruposbf.com.br,S5,
62284385,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SCHAEFFLER,Sociedade Cooperativa,,Autorizada em Atividade,false,AV INDEPENDENCIA 3500 A,,IPORANGA,SOROCABA,SP,18087101,strancau@schaeffler.com,strancau@schaeffler.com,S5,
57598120,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA,Sociedade Cooperativa,,Autorizada em Atividade,false,AV PAULISTA  352,2  ANDAR CJ 21,PARAISO,SAO PAULO,SP,01310000,faleconosco@coopertel.org.br,faleconosco@coopertel.org.br,S5,
5658367,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SEBRAE BAHIA LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ARTHUR DE AZEVEDO MACHADO  N   001225,LJ 0017,COSTA AZUL,SALVADOR,BA,41760000,coopsol@ba.sebrae.com.br,coopsol@ba.sebrae.com.br,S5,
92675578,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SISTEMA FIERGS - CRESUL,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA ASSIS BRASIL,8787",BLOCO 13 SALA 04,SARANDI,PORTO ALEGRE,RS,91140001,cresul@sesirs.org.br,cresul@sesirs.org.br,S5,
2230138,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS KYN COMÉRCIO VAREJISTA E ATACADISTA LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA DA VARZEA PAULISTA, 1157",,VILA MARIA GENOVEVA,JUNDIAI,SP,13203000,cooperativa@russi.com.br,cooperativa@russi.com.br,S5,
9579249,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE AMERICANA, LIMEIRA E REGIÃO - SICOOB ACICRED",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA PRIMO PICOLI,N- 232,CENTRO,AMERICANA,SP,13465283,,,S5,
5841967,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA 20 DE SETEMBRO  3825,LOJA 01,CENTRO,SAPIRANGA,RS,93800000,credisa@credisa.brte.com.br,credisa@credisa.brte.com.br,S5,
45068632,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL,Sociedade Cooperativa,,Autorizada em Atividade,false,"ROD DOM PEDRO  I , KM 87",COND EMP BARÃO DE MAUA ED FERNANDO PESS,PONTE ALTA,ATIBAIA,SP,12954260,coopertextron@acument.com,coopertextron@acument.com,S5,
41146382,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA LTDA. -  COOPERLEGIS,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA DUQUE DE CAXIAS, 400 - 2º ANDAR",SALA 204 - EDIFICIO 5 DE AGOSTO,CENTRO,JOAO PESSOA,PB,58010821,cooplegi@terra.com.br,cooplegi@terra.com.br,S5,
1288797,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL,Sociedade Cooperativa,,Autorizada em Atividade,false,RODOVIA RAPOSO TAVARES KM 26 9,,MOINHO VELHO,COTIA,SP,06707000,coopaz@astrazeneca.com,coopaz@astrazeneca.com,S5,
57038408,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA BOMBRIL,Sociedade Cooperativa,,Autorizada em Atividade,false,AV. MARGINAL DIREITA S/N-,VIA ANCHIETA KM 14,RUDGE RAMOS,SAO BERNARDO DO CAMPO,SP,09696000,cooperbombril@uol.com.br,cooperbombril@uol.com.br,S5,
68228006,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CARGILL,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA DR. CHUCRI ZAIDAN, 1240, 6- ANDAR","MORUMBI CORPORATE, TORRE DIAMOND",VILA SÃO FRANCISCO,SAO PAULO,SP,04711130,alvaro_camassari@cargill.com,alvaro_camassari@cargill.com,S5,
1530136,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS - COOPERTREM,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ZUMA DE SA FERNANDES 360,TERRÉO,PRESIDENTE ALTINO,OSASCO,SP,06213040,coopertrem@terra.com.br,coopertrem@terra.com.br,S5,
43438662,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA EDUCAÇÃO E COMUNICAÇÃO,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA ROMA,620",CJ 182B,LAPA,SAO PAULO,SP,05050090,cooperabril@abril.com.br,cooperabril@abril.com.br,S5,
45045671,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  VEREADOR DANTE JORDAO STOPPA  47,,CESAR DE SOUZA,MOGI DAS CRUZES,SP,08820390,cooperativa@elginmc.com.br,cooperativa@elginmc.com.br,S5,
48718183,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON - COOPERICSSON,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA NICOLAS BOER, 399",11 ANDAR - TORRE CORPORATE TIME,JARDIM DAS PERDIZES,SAO PAULO,SP,01140060,cooperativa.ericsson@ericsson.com,cooperativa.ericsson@ericsson.com,S5,
57259525,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC,Sociedade Cooperativa,,Autorizada em Atividade,false,VIA DE ACESSO PROF PAULO DONATO CASTELLANE  S N,,RURAL,JABOTICABAL,SP,14884900,cooperfac@fcav.unesp.br,cooperfac@fcav.unesp.br,S5,
1997612,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FUNDAÇÃO ZERBINI E DA FUNDAÇÃO FACULDADE DE MEDICINA (FFM) - COOPINCOR,Sociedade Cooperativa,,Autorizada em Atividade,false,"AV DR ENEAS DE CARVALHO AGUIAR, 44, BL. I,2. AND",,CERQUEIRA CESAR,SAO PAULO,SP,05403000,cooperativa@incor.usp.br,cooperativa@incor.usp.br,S5,
731320,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA 14, 1126",,CENTRO,ORLANDIA,SP,14620000,nelson@morlan.com.br,nelson@morlan.com.br,S5,
9128022,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NAKATA,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  PRESIDENTE MEDICE  939,,JARDIM MUTINGA,OSASCO,SP,06268000,roberta.oliveira@affiniagrou.com,roberta.oliveira@affiniagrou.com,S5,
62562012,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLÉ - CREDI NESTLÉ,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DR RUBENS GOMES BUENO 691,CONJUNTO 221 BLOCO A COND 17007,VARZEA DE BAIXO,SAO PAULO,SP,04730903,credinestle@br.nestle.com,credinestle@br.nestle.com,S5,
48172860,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA OWENS CORNING FIBERGLAS AMÉRICA DO SUL,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  BRASIL  2567,,INDUSTRIAL,RIO CLARO,SP,13505900,coopowens@uol.com.br,coopowens@uol.com.br,S5,
16721078,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA  DO ESTADO DE MINAS GERAIS E DE LIVRE ADMISSÃO LTDA - SICOOB COOPSEF,Sociedade Cooperativa,,Autorizada em Atividade,false,AV BRASIL 1660,,BOA VIAGEM,BELO HORIZONTE,MG,30140004,coopsef@coopsef.com.br,coopsef@coopsef.com.br,S5,
72952138,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA DO VELHO RAMAL, 490",,VILA ESTIVA,CERQUILHO,SP,18520000,cooperativa@selene.com.br,cooperativa@selene.com.br,S5,
