SEGMENTO;"Cooperativa de Crédito";
NOME DA INSTITUICAO;-;
CNPJ;-;
PAIS;Todos;
UF;-;
MUNICIPIO;-;
;
CNPJ;NOME DA INSTITUICAO;ENDERECO;COMPLEMENTO;BAIRRO;CEP;MUNICIPIO;UF;PAIS;DDD;FONE;SITE NA WEB;
707903;"COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS";"AV  26 DE ABRIL  997";"SALA";"CENTRO";"89636000";"ABDON BATISTA";"SC";"Brasil";-;-;-;
25626490;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO RIO GRANDE MG - SICREDI CREDIGRANDE MG";"PRAÇA DOUTOR AUGUSTO SILVA 728";-;"CENTRO";"37200154";"LAVRAS";"MG";"Brasil";-;-;-;
4853988;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES - SICREDI BANDEIRANTES SP";"RUA AQUIDABAN 1090";"ESQUINA COM A RUA PADRE TEIXEIRA  PISO SUPERIOR";"CENTRO";"13560120";"SAO CARLOS";"SP";"Brasil";-;-;-;
87900601;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ - SICREDI BOTUCARAÍ RS/MG";"LARGO DA MATRIZ  N 33";-;"CENTRO";"99300000";"SOLEDADE";"RS";"Brasil";-;-;-;
95213211;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMINHO DAS ÁGUAS RS - SICREDI CAMINHO DAS ÁGUAS RS";"RUA CONCEICAO  364";"SALA 03";"CENTRO";"95690000";"ROLANTE";"RS";"Brasil";-;-;-;
81466286;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS E GRANDE CURITIBA - SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP";"AV ERNESTO VILELA 1001";-;"NOVA RUSSIA";"84070000";"PONTA GROSSA";"PR";"Brasil";-;-;"https://www.sicredi.com.br";
3566655;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE";"R MINAS GERAIS  S N";"1  E 2  PISO";"CENTRO";"79490000";"SAO GABRIEL DO OESTE";"MS";"Brasil";-;-;-;
87067757;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS";"AV  CONCORDIA  577";-;"CENTRO";"96540000";"AGUDO";"RS";"Brasil";-;-;-;
78907607;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ";"PRACA CEL  JOSE DURSKI  26";"3  ANDAR";"CENTRO";"84400000";"PRUDENTOPOLIS";"PR";"Brasil";-;-;-;
87733770;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CONEXÃO - SICREDI CONEXÃO";"AVENIDA DO COMERCIO  618";-;"CENTRO";"98360000";"RODEIO BONITO";"RS";"Brasil";-;-;-;
19962468;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA ADVOCACIA E SERVENTUÁRIOS DO PODER JUDICIÁRIO NO ESTADO DO RIO GRANDE DO SUL - SICREDI COOABCRED RS";"AV BORGES DE MEDEIROS  2105";"SALAS 605 606 E 607";"PRAIA DE BELAS";"90110150";"PORTO ALEGRE";"RS";"Brasil";-;-;-;
92555150;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC";"RUA OLIVIO ZANINI, 553";"LOTEAMENTO DO PÓRTICO";"SÃO PAULO";"99950000";"TAPEJARA";"RS";"Brasil";-;-;-;
4463602;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA";"AVENIDA RIO BRANCO  1 153";-;"ALTO CAFEZAL";"17502000";"MARILIA";"SP";"Brasil";-;-;-;
89468565;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG";"AV  EXPEDICIONARIO  1195";-;"CENTRO";"99560000";"SARANDI";"RS";"Brasil";-;-;-;
57647653;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP";"AVENIDA LAURO DE CARVALHO";"872";"CENTRO";"13910025";"JAGUARIUNA";"SP";"Brasil";-;-;-;
89126130;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS";"R  HEITOR ALEXANDRE PERETTI  385";-;"VILA AMAZONAS";"95960000";"ENCANTADO";"RS";"Brasil";-;-;-;
3662047;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS CARREIRAS DO MINISTÉRIO PÚBLICO, TRIBUNAL DE CONTAS E SECRETARIA DA FAZENDA DO RIO GRANDE DO SUL - SICREDI MP RS";"AV  AURELIANO DE FIGUEIREDO PINTO  501";"5  ANDAR";"PRAIA DE BELAS";"90050191";"PORTO ALEGRE";"RS";"Brasil";-;-;-;
95594941;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG - SICREDI REGIÃO CENTRO RS/MG";"AV HELVIO BASSO  1666";-;"MEDIANEIRA";"97070805";"SANTA MARIA";"RS";"Brasil";-;-;-;
3042597;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS";"RUA TELDO KASPER  467";-;"CHACARA CACHOEIRA";"79040840";"CAMPO GRANDE";"MS";"Brasil";-;-;"https://www.sicredi.com.br";
87900411;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO - SICREDI ESPUMOSO RS/MG";"AV ANGELO MACALOS 383";-;"CENTRO";"99400000";"ESPUMOSO";"RS";"Brasil";-;-;-;
89990501;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS - SICREDI IBIRAIARAS RS/MG";"RUA LONGINO ZACARIAS GUADAGNIN  N  380";-;"CENTRO";"95305000";"IBIRAIARAS";"RS";"Brasil";-;-;-;
91159764;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG";"AV PIRAI 97";-;"SAO CRISTOVAO";"95913148";"LAJEADO";"RS";"Brasil";-;-;-;
73113243;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEARARAQUARA E REGIÃO - SICREDI MORADA DO SOL SP";"AV JOSE BONIFACIO  884";-;"CENTRO";"14801150";"ARARAQUARA";"SP";"Brasil";-;-;-;
79342069;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS";"AVENIDA PARANÁ 891";-;"ZONA 01";"87013070";"MARINGA";"PR";"Brasil";-;-;"https://www.sicredi.com.br";
33021064;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU";"AV PARANA  168";-;"CENTRO";"78640000";"CANARANA";"MT";"Brasil";-;-;"https://www.sicredi.com.br";
26408161;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS";"AV  WEIMAR GONCALVES TORRES   2 047";"PRIMEIRO ANDAR";"CENTRO";"79800021";"DOURADOS";"MS";"Brasil";-;-;"https://www.sicredi.com.br";
6332931;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO";"RUA 147  329";-;"SETOR MARISTA";"74170100";"GOIANIA";"GO";"Brasil";-;-;-;
33022690;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DE MATO GROSSO, ACRE E AMAZONAS - SICREDI BIOMAS";"AV CASTELO BRANCO  194";-;"CENTRO";"78260000";"ARAPUTANGA";"MT";"Brasil";-;-;"https://www.sicredi.com.br";
3065046;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP";"AVENIDA ALBERTO ANDALO  3787";"2  PAVIMENTO";"VILA SANTO ANTONIO";"15015000";"SAO JOSE DO RIO PRETO";"SP";"Brasil";-;-;-;
79063574;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP";"RUA 24 DE MAIO  106 A";-;"VILA J MASCARO";"86430000";"SANTO ANTONIO DA PLATINA";"PR";"Brasil";-;-;-;
2843443;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC";"RUA DONA FRANCISCA, 8300";"SALA M0";"DISTRITO INDUSTRIAL";"89216600";"JOINVILLE";"SC";"Brasil";-;-;-;
10736214;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL";"AV  KALED COSAC  S N";"QUADRA 26  LOTE 19";"CENTRO";"73850000";"CRISTALINA";"GO";"Brasil";-;-;-;
8041950;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SISTEMA DE JUSTIÇA NO ESTADO DO CEARÁ - SICREDI COOPERJURIS";"AVENIDA WASHINGTON SOARES, 3000";"LOJA 48";"ENG LUCIANO CAVALCAN";"60810350";"FORTALEZA";"CE";"Brasil";-;-;"https://www.sicredi.com.br/cooperjuris/";
32995755;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA";"RUA NEFTES DE CARVALHO  489 S";"1  PISO";"JARDIM RIO PRETO";"78306000";"TANGARA DA SERRA";"MT";"Brasil";-;-;"https://www.sicredi.com.br";
3793242;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC";"RUA ANTONIO CARDOSO DE AGUIAR  195";-;"PROSPERA";"88813013";"CRICIUMA";"SC";"Brasil";-;-;-;
95424891;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS";"AV  ACESSO RUBEM GUILHERME KAEMPF  11";-;"GERMANIA";"96817000";"SANTA CRUZ DO SUL";"RS";"Brasil";-;-;"https://www.sicredi.com.br";
6078926;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESCRIVÃES, NOTÁRIOS E REGISTRADORES NO ESTADO DO PARANÁ - SICREDI CREDENOREG PR";"AVENIDA CANDIDO DE ABREU  526";"SALA 211  TORRE B";"CENTRO CIVICO";"80530905";"CURITIBA";"PR";"Brasil";-;-;-;
4886317;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS";"RUA MATEUS LEME  2018";-;"CENTRO CIVICO";"80530010";"CURITIBA";"PR";"Brasil";-;-;-;
3750034;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL - SICREDI AJURIS RS";"RUA CELESTE GOBBATO  81";"3  ANDAR";"PRAIA DE BELAS";"90110160";"PORTO ALEGRE";"RS";"Brasil";-;-;-;
3212823;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MILITARES ESTADUAIS E SERVIDORES DA SEGURANÇA DO ESTADO DO RIO GRANDE DO SUL - SICREDI MIL RS";"TRAV FRANCISCO LEONARDO TRUDA 40";"SALAS 25  26 E 27";"CENTRO";"90010050";"PORTO ALEGRE";"RS";"Brasil";-;-;-;
3000142;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS POLICIAIS FEDERAIS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI POL RS/SC";"AVENIDA IPIRANGA  1365";-;"AZENHA";"90160093";"PORTO ALEGRE";"RS";"Brasil";-;-;-;
4525997;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFESSORES, FUNCIONÁRIOS E ALUNOS DA UNIVERSIDADE DE CAXIAS DO SUL - SICREDI COOPERUCS";"RUA FRANCISCO GETULIO VARGAS  1130";"SALA 34";"PETROPOLIS";"95070560";"CAXIAS DO SUL";"RS";"Brasil";-;-;-;
2924977;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR";"RUA ALAMEDA PRINCEZA IZABEL N  1398";-;"BIGORRILHO";"80730080";"CURITIBA";"PR";"Brasil";-;-;-;
7070495;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR";"RUA ANNE FRANK N  3223";-;"BOQUEIRAO";"81650020";"CURITIBA";"PR";"Brasil";-;-;-;
87733077;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ESSÊNCIA RS/ES - SICREDI ESSÊNCIA";"R  BORGES DO CANTO  971";-;"CENTRO";"97650000";"ITAQUI";"RS";"Brasil";-;-;-;
82527557;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP";"RUA TAMOIOS  1567";-;"CENTRO";"85760000";"CAPANEMA";"PR";"Brasil";-;-;"https://www.sicredi.com.br";
81115149;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP";"RUA  MAL  CANDIDO RONDON  2328";"1  ANDAR";"CENTRO";"85301060";"LARANJEIRAS DO SUL";"PR";"Brasil";-;-;-;
81054686;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC";"AV  CAETANO MUNHOZ DA ROCHA 1692";-;"CENTRO";"83750000";"LAPA";"PR";"Brasil";-;-;-;
87781530;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG";"AV  MOACIR DA MOTA FORTES  165";"SALA 3F";"VERA CRUZ";"99040010";"PASSO FUNDO";"RS";"Brasil";-;-;-;
26549311;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DO SUL DE MATO GROSSO, AMAPÁ E PARÁ - SICREDI INTEGRAÇÃO MT/AP/PA";"RUA FERNANDO CORREA DA COSTA  1100";-;"VILA AURORA I";"78740000";"RONDONOPOLIS";"MT";"Brasil";-;-;"https://www.sicredi.com.br";
90497256;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTERESTADOS - SICREDI INTERESTADOS RS/ES";"AVENIDA DOM JOAQUIM FERREIRA DE MELO  1087";-;"CENTRO";"96020260";"PELOTAS";"RS";"Brasil";-;-;-;
89049738;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS/MG - SICREDI NOROESTE RS/MG";"AV  URUGUAI  366";"2 ANDAR";"CENTRO";"98910000";"TRES DE MAIO";"RS";"Brasil";-;-;-;
37442605;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE - SICREDI GRANDES RIOS MT/PA/AM";"AV TANCREDO NEVES  586";"1  ANDAR  SETOR SUL";"CENTRO";"78500000";"COLIDER";"MT";"Brasil";-;-;"https://www.sicredi.com.br";
81192106;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP";"RUA LUIZ PASQUALI  205";-;"OS PIONEIROS";"85415000";"CAFELANDIA";"PR";"Brasil";-;-;-;
7206072;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP";"RUA SALADINO DE CASTRO  1595";-;"CENTRO";"84990000";"ARAPOTI";"PR";"Brasil";-;-;-;
87853206;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO - SICREDI OURO BRANCO RS/MG";"R  DR JOAO BASILIO LAVRINENCO  755";-;"LANGUIRU";"95890000";"TEUTONIA";"RS";"Brasil";-;-;-;
26529420;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT";"AVENIDA BRASIL  2022 S";-;"PARQUE DOS BURITIS";"78455000";"LUCAS DO RIO VERDE";"MT";"Brasil";-;-;"https://www.sicredi.com.br";
79086997;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP/RJ - SICREDI PARANAPANEMA PR/SP/RJ";"RUA MONSENHOR JOAO BELCHIOR  780";-;"CENTRO";"86390000";"CAMBARA";"PR";"Brasil";-;-;-;
88038260;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO - SICREDI PLANALTO RS/MG";"AV  GENERAL CAMARA  1037";"2  ANDAR";"CENTRO";"98005112";"CRUZ ALTA";"RS";"Brasil";-;-;-;
76059997;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP";"RUA TREZE DE ABRIL, 2590";-;"VILA INDUSTRIAL";"85904000";"TOLEDO";"PR";"Brasil";-;-;-;
88099247;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RAÍZES - SICREDI RAÍZES RS/SC/MG";"RUA ANTONIO PEDRO SALAZAR, 395";"SALA B";"CENTRO";"98570000";"CAMPO NOVO";"RS";"Brasil";-;-;-;
90729369;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO REGIÕES DAS CULTURAS - SICREDI DAS CULTURAS RS/MG";"RUA QUINZE DE NOVEMBRO  217";"2  ANDAR";"CENTRO";"98700000";"IJUI";"RS";"Brasil";-;-;-;
81206039;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RIO PARANÁ - SICREDI RIO PARANÁ";"AV  ANTONIO ORMENEZE, 1091";-;"CENTRO";"87970000";"NOVA LONDRINA";"PR";"Brasil";-;-;"https://www.sicredi.com.br";
2923389;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI ARACAJU - SICREDI ARACAJU";"RUA JOSE CARVALHO PINTO  280";-;"JARDINS";"49026150";"ARACAJU";"SE";"Brasil";-;-;"https://www.sicredi.com.br/aracaju/";
35571249;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO";"AV  MARECHAL DEODORO DA FONSECA  410";-;"TORRE";"58040140";"JOAO PESSOA";"PB";"Brasil";-;-;"https://sicredi.com.br/evolucao";
97489280;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI INTEGRAÇÃO BAHIA - SICREDI INTEGRAÇÃO BAHIA";"AV. COMENDADOR FIRMINO ALVES, 128";-;"CENTRO";"45600185";"ITABUNA";"BA";"Brasil";-;-;-;
91586982;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS";"RUA SETE DE SETEMBRO  374";-;"CENTRO";"95150000";"NOVA PETROPOLIS";"RS";"Brasil";-;-;"https://www.sicredipioneira.com.br";
26555235;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR";"AV  NATALINO JOAO BRESCANSIN  124";-;"CENTRO SUL";"78896072";"SORRISO";"MT";"Brasil";-;-;"https://www.sicredi.com.br";
87784088;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS - SICREDI SUL MINAS RS/MG.";"AV  LIDO TAGLIARI  1275";-;"CENTRO";"99930000";"ESTACAO";"RS";"Brasil";-;-;-;
92796564;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS";"AVENIDA MARILAND, 477";-;"FLORESTA";"90440191";"PORTO ALEGRE";"RS";"Brasil";-;-;-;
77984870;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP";"RUA DAS FLORES  506";-;"CONRADINHO";"85045300";"GUARAPUAVA";"PR";"Brasil";-;-;-;
88894548;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO - SICREDI UNIAO RS/ES";"RUA SETE DE SETEMBRO  899";"SALA UNIAO";"CENTRO";"97900000";"CERRO LARGO";"RS";"Brasil";-;-;-;
87780268;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS";"AVENIDA SETE DE SETEMBRO  689";-;"CENTRO";"99700238";"ERECHIM";"RS";"Brasil";-;-;-;
24654881;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO";"AVENIDA AFONSO PENA  2790";"2  ANDAR";"CENTRO";"79002075";"CAMPO GRANDE";"MS";"Brasil";-;-;"https://www.sicredi.com.br";
70431630;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES - SICREDI UNIVALES MT/RO";"AVENIDA MATO GROSSO  690N";-;"MODULO 01";"78320000";"JUINA";"MT";"Brasil";-;-;"https://www.sicredi.com.br";
32983165;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO";"AVENIDA BRASIL  N  1200";-;"ESTACAO DA LUZ";"78840000";"CAMPO VERDE";"MT";"Brasil";-;-;"https://www.sicredi.com.br";
87780284;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA - SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG";"RUA VENANCIO AIRES  927";"BLOCO B";"CENTRO";"97700380";"SANTIAGO";"RS";"Brasil";-;-;-;
81099491;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP";"AVENIDA PRESIDENTE KENNEDY  2268";-;"JARDIM ITALIA";"85950000";"PALOTINA";"PR";"Brasil";-;-;-;
81706616;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP";"PRACA DO CAFE  66";-;"CENTRO";"86900000";"JANDAIA DO SUL";"PR";"Brasil";-;-;-;
78414067;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA - SICREDI VANGUARDA PR/SP/RJ";"RUA PARAGUAI  1407";"1  ANDAR";"CENTRO";"85884000";"MEDIANEIRA";"PR";"Brasil";-;-;"https://www.sicredi.com.br";
5491616;"COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS";"SEXTA AV. ESQUINA C/ SÉTIMA AV. N- 62 QD.49 LT.01";"----";"CENTRO";"75830092";"MINEIROS";"GO";"Brasil";-;-;-;
2072790;"COOPERATIVA DE ECONOMIA CRÉDITO MÚTUO - SICOOB CREDSAÚDE";"R ALFERES JOSÉ CAETANO, 1352";-;"CENTRO";"13400123";"PIRACICABA";"SP";"Brasil";-;-;-;
30138226;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA";"RUA JOSE CLEMENTE N  94   GRUPO 1604";-;"CENTRO";"24020105";"NITEROI";"RJ";"Brasil";-;-;"https://credicerj.webnode.com/";
141155;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA";"RUA JOAQUIM CAMPOS, 226";-;"ITAUNA";"24461575";"SAO GONCALO";"RJ";"Brasil";-;-;"https://www.coopcredtransrio.com.br";
89280960;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS RANDON";"AVENIDA ABRAMO RANDON  N  770";-;"INTERLAGOS";"95055010";"CAXIAS DO SUL";"RS";"Brasil";-;-;-;
30949267;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE CHOCOLATES GAROTO LTDA. - CREDI-GAROTO";"AV JERONIMO MONTEIRO  1186";"LOJA 04";"GLORIA";"29122720";"VILA VELHA";"ES";"Brasil";-;-;"https://www.credigaroto.coop.br";
42107706;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ELEVADORES ATLAS SCHINDLER LTDA.";"AV. NOSSA SENHORA DE FATIMA, 25";-;"BAIRRO DE FATIMA";"20240050";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.coopschindler.com.br";
31746993;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED";"RUA DR  RAULINO DE OLIVEIRA  67";-;"CENTRO";"29300150";"CACHOEIRO DE ITAPEMIRIM";"ES";"Brasil";-;-;-;
2447184;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO COLEGIO SANTO INACIO - COESI";"RUA SAO CLEMENTE, 226";"PARTE";"BOTAFOGO";"22260000";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;
73631483;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO BAYER LTDA";"ESTRADA DA BOA ESPERANCA, 650";-;"BOM PASTOR";"26110120";"BELFORD ROXO";"RJ";"Brasil";-;-;"https://www.copbayer.com.br";
30586895;"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA";"AV. DOUTOR EUGENIO BORGES, 1092";"PARTE";"ARSENAL";"24751000";"SAO GONCALO";"RJ";"Brasil";-;-;-;
